,userId,movieId,rating,title,genres,year
37,62,6058,3.5,Final Destination 2,Horror|Thriller,2003.0
38,62,6534,3.5,Hulk,Action|Adventure|Sci-Fi,2003.0
39,62,6541,3.5,"League of Extraordinary Gentlemen, The",Action|Fantasy|Sci-Fi,2003.0
40,62,6564,3.5,Lara Croft Tomb Raider: The Cradle of Life,Action|Adventure|Comedy|Romance|Thriller,2003.0
41,62,7153,5.0,"Lord of the Rings: The Return of the King, The",Action|Adventure|Drama|Fantasy,2003.0
42,474,7153,5.0,"Lord of the Rings: The Return of the King, The",Action|Adventure|Drama|Fantasy,2003.0
43,62,8641,4.0,Anchorman: The Legend of Ron Burgundy,Comedy,2004.0
44,305,8641,3.0,Anchorman: The Legend of Ron Burgundy,Comedy,2004.0
45,327,8641,5.0,Anchorman: The Legend of Ron Burgundy,Comedy,2004.0
46,424,8641,4.5,Anchorman: The Legend of Ron Burgundy,Comedy,2004.0
47,62,27660,4.5,"Animatrix, The",Action|Animation|Drama|Sci-Fi,2003.0
48,62,27706,4.0,Lemony Snicket's A Series of Unfortunate Events,Adventure|Children|Comedy|Fantasy,2004.0
49,62,27808,4.0,Spanglish,Comedy|Drama|Romance,2004.0
50,62,27831,4.5,Layer Cake,Crime|Drama|Thriller,2004.0
51,62,31658,3.5,Howl's Moving Castle,Adventure|Animation|Fantasy|Romance,2004.0
52,474,31658,4.0,Howl's Moving Castle,Adventure|Animation|Fantasy|Romance,2004.0
53,62,33162,4.0,Kingdom of Heaven,Action|Drama|Romance|War,2005.0
54,62,34150,3.0,Fantastic Four,Action|Adventure|Sci-Fi,2005.0
55,62,37729,4.0,Corpse Bride,Animation|Comedy|Fantasy|Musical|Romance,2005.0
56,336,37729,2.5,Corpse Bride,Animation|Comedy|Fantasy|Musical|Romance,2005.0
57,474,37729,4.0,Corpse Bride,Animation|Comedy|Fantasy|Musical|Romance,2005.0
58,62,38061,4.0,Kiss Kiss Bang Bang,Comedy|Crime|Mystery|Thriller,2005.0
59,62,45447,3.5,"Da Vinci Code, The",Drama|Mystery|Thriller,2006.0
60,62,46723,3.0,Babel,Drama|Thriller,2006.0
61,62,46972,4.0,Night at the Museum,Action|Comedy|Fantasy|IMAX,2006.0
62,62,46976,4.0,Stranger than Fiction,Comedy|Drama|Fantasy|Romance,2006.0
63,62,49130,4.0,"Good Year, A",Comedy|Drama|Romance,2006.0
64,62,49530,4.5,Blood Diamond,Action|Adventure|Crime|Drama|Thriller|War,2006.0
65,62,53464,3.0,Fantastic Four: Rise of the Silver Surfer,Action|Adventure|Sci-Fi,2007.0
66,62,58047,3.5,"Definitely, Maybe",Comedy|Drama|Romance,2008.0
67,62,59501,4.0,"Chronicles of Narnia: Prince Caspian, The",Adventure|Children|Fantasy,2008.0
68,62,60074,3.0,Hancock,Action|Adventure|Comedy|Crime|Fantasy,2008.0
69,62,60126,3.0,Get Smart,Action|Comedy,2008.0
70,62,61024,4.0,Pineapple Express,Action|Comedy|Crime,2008.0
71,62,63992,1.0,Twilight,Drama|Fantasy|Romance|Thriller,2008.0
72,62,68848,4.0,"Brothers Bloom, The",Adventure|Comedy|Crime|Romance,2008.0
73,62,71535,3.5,Zombieland,Action|Comedy|Horror,2009.0
74,62,87430,3.5,Green Lantern,Action|Adventure|Sci-Fi,2011.0
75,62,88405,3.5,Friends with Benefits,Comedy|Romance,2011.0
76,62,96861,3.5,Taken 2,Action|Crime|Drama|Thriller,2012.0
77,62,99114,5.0,Django Unchained,Action|Drama|Western,2012.0
78,537,99114,4.5,Django Unchained,Action|Drama|Western,2012.0
79,62,103042,3.5,Man of Steel,Action|Adventure|Fantasy|Sci-Fi|IMAX,2013.0
80,62,104863,4.0,What If,Comedy|Drama|Romance,2013.0
81,62,107348,4.0,Anchorman 2: The Legend Continues,Comedy,2013.0
82,62,108190,3.0,Divergent,Adventure|Romance|Sci-Fi|IMAX,2014.0
83,62,111743,3.5,A Million Ways to Die in the West,Comedy|Western,2014.0
84,62,114180,3.5,"Maze Runner, The",Action|Mystery|Sci-Fi,2014.0
85,62,115149,5.0,John Wick,Action|Thriller,2014.0
86,119,115149,4.5,John Wick,Action|Thriller,2014.0
87,62,116897,4.0,Wild Tales,Comedy|Drama|Thriller,2014.0
88,62,122912,4.0,Avengers: Infinity War - Part I,Action|Adventure|Sci-Fi,2018.0
89,567,122912,3.0,Avengers: Infinity War - Part I,Action|Adventure|Sci-Fi,2018.0
90,62,128360,5.0,The Hateful Eight,Western,2015.0
91,62,135133,3.5,The Hunger Games: Mockingjay - Part 2,Adventure|Sci-Fi,2015.0
92,62,135518,3.5,Self/less,Action|Mystery|Sci-Fi|Thriller,2015.0
93,62,135536,4.0,Suicide Squad,Action|Crime|Sci-Fi,2016.0
94,62,136864,4.0,Batman v Superman: Dawn of Justice,Action|Adventure|Fantasy|Sci-Fi,2016.0
95,62,139385,4.0,The Revenant,Adventure|Drama,2015.0
96,567,139385,3.0,The Revenant,Adventure|Drama,2015.0
97,62,158966,4.5,Captain Fantastic,Drama,2016.0
98,62,168248,4.5,John Wick: Chapter Two,Action|Crime|Thriller,2017.0
99,610,168248,5.0,John Wick: Chapter Two,Action|Crime|Thriller,2017.0
100,62,174053,5.0,Black Mirror: White Christmas,Drama|Horror|Mystery|Sci-Fi|Thriller,2014.0
101,62,179401,3.5,Jumanji: Welcome to the Jungle,Action|Adventure|Children,2017.0
102,62,183611,4.0,Game Night,Action|Comedy|Crime|Horror,2018.0
103,62,184471,3.5,Tomb Raider,Action|Adventure|Fantasy,2018.0
104,62,187593,4.0,Deadpool 2,Action|Comedy|Sci-Fi,2018.0
105,62,187595,4.0,Solo: A Star Wars Story,Action|Adventure|Children|Sci-Fi,2018.0
106,63,260,5.0,Star Wars: Episode IV - A New Hope,Action|Adventure|Sci-Fi,1977.0
107,76,260,4.0,Star Wars: Episode IV - A New Hope,Action|Adventure|Sci-Fi,1977.0
108,103,260,4.0,Star Wars: Episode IV - A New Hope,Action|Adventure|Sci-Fi,1977.0
109,112,260,5.0,Star Wars: Episode IV - A New Hope,Action|Adventure|Sci-Fi,1977.0
110,193,260,5.0,Star Wars: Episode IV - A New Hope,Action|Adventure|Sci-Fi,1977.0
111,205,260,4.5,Star Wars: Episode IV - A New Hope,Action|Adventure|Sci-Fi,1977.0
112,474,260,4.0,Star Wars: Episode IV - A New Hope,Action|Adventure|Sci-Fi,1977.0
113,103,296,5.0,Pulp Fiction,Comedy|Crime|Drama|Thriller,1994.0
114,424,296,4.5,Pulp Fiction,Comedy|Crime|Drama|Thriller,1994.0
115,474,296,4.0,Pulp Fiction,Comedy|Crime|Drama|Thriller,1994.0
116,599,296,5.0,Pulp Fiction,Comedy|Crime|Drama|Thriller,1994.0
117,106,4896,5.0,Harry Potter and the Sorcerer's Stone,Adventure|Children|Fantasy,2001.0
118,184,4896,3.5,Harry Potter and the Sorcerer's Stone,Adventure|Children|Fantasy,2001.0
119,474,4896,4.5,Harry Potter and the Sorcerer's Stone,Adventure|Children|Fantasy,2001.0
120,106,106489,5.0,"Hobbit: The Desolation of Smaug, The",Adventure|Fantasy|IMAX,2013.0
121,119,101142,4.0,"Croods, The",Adventure|Animation|Comedy,2013.0
122,119,115617,5.0,Big Hero 6,Action|Animation|Comedy,2014.0
123,177,115617,5.0,Big Hero 6,Action|Animation|Comedy,2014.0
124,119,120635,4.5,Taken 3,Action|Crime|Thriller,2015.0
125,125,1726,4.5,"Postman, The",Action|Adventure|Drama|Sci-Fi,1997.0
126,125,2387,4.5,Very Bad Things,Comedy|Crime,1998.0
127,125,3052,5.0,Dogma,Adventure|Comedy|Fantasy,1999.0
128,474,3052,4.0,Dogma,Adventure|Comedy|Fantasy,1999.0
129,125,5088,5.0,Going Places,Comedy|Crime|Drama,1974.0
130,125,7022,5.0,Battle Royale,Action|Drama|Horror|Thriller,2000.0
131,125,7254,5.0,The Butterfly Effect,Drama|Sci-Fi|Thriller,2004.0
132,125,8957,5.0,Saw,Horror|Mystery|Thriller,2004.0
133,125,9010,5.0,Love Me If You Dare,Drama|Romance,2003.0
134,125,42632,5.0,Lady Vengeance,Crime|Drama|Mystery|Thriller,2005.0
135,125,58301,5.0,Funny Games U.S.,Drama|Thriller,2007.0
136,567,58301,4.5,Funny Games U.S.,Drama|Thriller,2007.0
137,125,60950,5.0,Vicky Cristina Barcelona,Comedy|Drama|Romance,2008.0
138,125,62434,4.5,Zack and Miri Make a Porno,Comedy|Drama|Romance,2008.0
139,125,67695,5.0,Observe and Report,Action|Comedy,2009.0
140,125,100083,5.0,Movie 43,Comedy,2013.0
141,125,156371,4.0,Everybody Wants Some,Comedy,2016.0
142,125,158872,5.0,Sausage Party,Animation|Comedy,2016.0
143,132,3556,4.0,"Virgin Suicides, The",Drama|Romance,1999.0
144,474,3556,4.0,"Virgin Suicides, The",Drama|Romance,1999.0
145,132,6323,3.0,Identity,Crime|Horror|Mystery|Thriller,2003.0
146,132,6367,3.0,Down with Love,Comedy|Romance,2003.0
147,474,6367,4.0,Down with Love,Comedy|Romance,2003.0
148,138,59103,4.5,"Forbidden Kingdom, The",Action|Adventure|Comedy|Fantasy,2008.0
149,161,52287,4.0,Meet the Robinsons,Action|Adventure|Animation|Children|Comedy|Sci-Fi,2007.0
150,166,293,4.5,Léon: The Professional,Action|Crime|Drama|Thriller,1994.0
151,474,293,3.5,Léon: The Professional,Action|Crime|Drama|Thriller,1994.0
152,599,293,5.0,Léon: The Professional,Action|Crime|Drama|Thriller,1994.0
153,166,54286,5.0,"Bourne Ultimatum, The",Action|Crime|Thriller,2007.0
154,167,104,4.0,Happy Gilmore,Comedy,1996.0
155,474,104,2.0,Happy Gilmore,Comedy,1996.0
156,477,104,4.0,Happy Gilmore,Comedy,1996.0
157,184,2579,4.0,Following,Crime|Mystery|Thriller,1998.0
158,474,2579,4.0,Following,Crime|Mystery|Thriller,1998.0
159,184,3793,3.5,X-Men,Action|Adventure|Sci-Fi,2000.0
160,474,3793,4.5,X-Men,Action|Adventure|Sci-Fi,2000.0
161,184,4226,5.0,Memento,Mystery|Thriller,2000.0
162,424,4226,4.5,Memento,Mystery|Thriller,2000.0
163,474,4226,5.0,Memento,Mystery|Thriller,2000.0
164,477,4226,4.0,Memento,Mystery|Thriller,2000.0
165,567,4226,3.5,Memento,Mystery|Thriller,2000.0
166,184,6283,4.0,Cowboy Bebop: The Movie,Action|Animation|Sci-Fi|Thriller,2001.0
167,184,27156,4.5,Neon Genesis Evangelion: The End of Evangelion,Action|Animation|Drama|Fantasy|Sci-Fi,1997.0
168,184,193565,3.5,Gintama: The Movie,Action|Animation|Comedy|Sci-Fi,2010.0
169,193,4878,4.0,Donnie Darko,Drama|Mystery|Sci-Fi|Thriller,2001.0
170,474,4878,4.5,Donnie Darko,Drama|Mystery|Sci-Fi|Thriller,2001.0
171,477,4878,5.0,Donnie Darko,Drama|Mystery|Sci-Fi|Thriller,2001.0
172,567,4878,3.5,Donnie Darko,Drama|Mystery|Sci-Fi|Thriller,2001.0
173,193,7147,3.5,Big Fish,Drama|Fantasy|Romance,2003.0
174,193,97938,4.0,Life of Pi,Adventure|Drama|IMAX,2012.0
175,226,6938,4.0,Billabong Odyssey,Documentary,2003.0
176,226,48780,4.0,"Prestige, The",Drama|Mystery|Sci-Fi|Thriller,2006.0
177,567,48780,3.5,"Prestige, The",Drama|Mystery|Sci-Fi|Thriller,2006.0
178,256,126548,4.5,The DUFF,Comedy,2015.0
179,274,68319,2.5,X-Men Origins: Wolverine,Action|Sci-Fi|Thriller,2009.0
180,477,68319,3.5,X-Men Origins: Wolverine,Action|Sci-Fi|Thriller,2009.0
181,289,3,2.5,Grumpier Old Men,Comedy|Romance,1995.0
182,289,1101,2.0,Top Gun,Action|Romance,1986.0
183,474,1101,3.5,Top Gun,Action|Romance,1986.0
184,291,50872,5.0,Ratatouille,Animation|Children|Drama,2007.0
185,567,50872,4.0,Ratatouille,Animation|Children|Drama,2007.0
186,291,102007,3.0,"Invincible Iron Man, The",Animation,2007.0
187,291,118696,4.0,The Hobbit: The Battle of the Five Armies,Adventure|Fantasy,2014.0
188,300,6711,5.0,Lost in Translation,Comedy|Drama|Romance,2003.0
189,474,6711,3.5,Lost in Translation,Comedy|Drama|Romance,2003.0
190,305,4034,4.5,Traffic,Crime|Drama|Thriller,2000.0
191,474,4034,4.5,Traffic,Crime|Drama|Thriller,2000.0
192,305,4995,5.0,"Beautiful Mind, A",Drama|Romance,2001.0
193,305,6502,5.0,28 Days Later,Action|Horror|Sci-Fi,2002.0
194,474,6502,4.5,28 Days Later,Action|Horror|Sci-Fi,2002.0
195,305,6953,1.0,21 Grams,Crime|Drama|Mystery|Romance|Thriller,2003.0
196,305,34405,2.5,Serenity,Action|Adventure|Sci-Fi,2005.0
197,474,34405,4.5,Serenity,Action|Adventure|Sci-Fi,2005.0
198,305,55721,5.0,Elite Squad,Action|Crime|Drama|Thriller,2007.0
199,305,83134,5.0,Tucker & Dale vs Evil,Comedy|Horror,2010.0
200,318,778,4.0,Trainspotting,Comedy|Crime|Drama,1996.0
201,474,778,4.0,Trainspotting,Comedy|Crime|Drama,1996.0
202,318,4612,4.5,Jesus of Montreal,Drama,1989.0
203,318,4708,5.0,Marat/Sade,Drama|Musical,1966.0
204,318,64034,4.0,"Boy in the Striped Pajamas, The",Drama|War,2008.0
205,318,68954,4.0,Up,Adventure|Animation|Children|Drama,2009.0
206,567,68954,3.0,Up,Adventure|Animation|Children|Drama,2009.0
207,318,71494,3.5,"Haunted World of El Superbeasto, The",Action|Animation|Comedy|Horror|Thriller,2009.0
208,318,81158,3.0,Restrepo,Documentary|War,2010.0
209,318,82459,5.0,True Grit,Western,2010.0
210,318,90769,4.0,Starsuckers,Documentary,2009.0
211,318,96084,4.5,Hands Over the City,Drama,1963.0
212,318,111364,3.0,Godzilla,Action|Adventure|Sci-Fi|IMAX,2014.0
213,318,118784,3.5,Good Copy Bad Copy,Documentary,2007.0
214,318,127172,3.5,A Story of Children and Film,Documentary,2013.0
215,319,364,5.0,"Lion King, The",Adventure|Animation|Children|Drama|Musical|IMAX,1994.0
216,424,364,4.5,"Lion King, The",Adventure|Animation|Children|Drama|Musical|IMAX,1994.0
217,474,364,4.5,"Lion King, The",Adventure|Animation|Children|Drama|Musical|IMAX,1994.0
218,327,1288,4.0,This Is Spinal Tap,Comedy,1984.0
219,474,1288,4.0,This Is Spinal Tap,Comedy,1984.0
220,327,1923,5.0,There's Something About Mary,Comedy|Romance,1998.0
221,424,1923,3.5,There's Something About Mary,Comedy|Romance,1998.0
222,327,2616,3.5,Dick Tracy,Action|Crime,1990.0
223,327,3481,5.0,High Fidelity,Comedy|Drama|Romance,2000.0
224,474,3481,5.0,High Fidelity,Comedy|Drama|Romance,2000.0
225,327,3897,4.0,Almost Famous,Drama,2000.0
226,474,3897,4.5,Almost Famous,Drama,2000.0
227,327,51255,3.5,Hot Fuzz,Action|Comedy|Crime|Mystery,2007.0
228,336,1,4.0,Toy Story,Adventure|Animation|Children|Comedy|Fantasy,1995.0
229,474,1,4.0,Toy Story,Adventure|Animation|Children|Comedy|Fantasy,1995.0
230,567,1,3.5,Toy Story,Adventure|Animation|Children|Comedy|Fantasy,1995.0
231,336,552,3.0,"Three Musketeers, The",Action|Adventure|Comedy|Romance,1993.0
232,336,1246,4.5,Dead Poets Society,Drama,1989.0
233,474,1246,4.5,Dead Poets Society,Drama,1989.0
234,336,32587,4.0,Sin City,Action|Crime|Film-Noir|Mystery|Thriller,2005.0
235,336,33660,4.5,Cinderella Man,Drama|Romance,2005.0
236,474,33660,4.0,Cinderella Man,Drama|Romance,2005.0
237,336,34162,4.0,Wedding Crashers,Comedy|Romance,2005.0
238,336,36529,4.0,Lord of War,Action|Crime|Drama|Thriller|War,2005.0
239,336,38798,3.5,In Her Shoes,Comedy|Drama,2005.0
240,356,2146,4.5,St. Elmo's Fire,Drama|Romance,1985.0
241,356,37384,5.0,Waiting...,Comedy,2005.0
242,356,40955,4.0,Breakfast on Pluto,Comedy|Drama,2005.0
243,356,44889,5.0,Reefer Madness: The Movie Musical,Comedy|Drama|Musical,2005.0
244,356,61323,5.0,Burn After Reading,Comedy|Crime|Drama,2008.0
245,477,61323,4.5,Burn After Reading,Comedy|Crime|Drama,2008.0
246,357,39,4.5,Clueless,Comedy|Romance,1995.0
247,474,39,3.5,Clueless,Comedy|Romance,1995.0
248,357,1059,4.5,William Shakespeare's Romeo + Juliet,Drama|Romance,1996.0
249,474,1059,4.5,William Shakespeare's Romeo + Juliet,Drama|Romance,1996.0
250,357,2762,5.0,"Sixth Sense, The",Drama|Horror|Mystery,1999.0
251,474,2762,5.0,"Sixth Sense, The",Drama|Horror|Mystery,1999.0
252,357,4370,4.0,A.I. Artificial Intelligence,Adventure|Drama|Sci-Fi,2001.0
253,474,4370,4.5,A.I. Artificial Intelligence,Adventure|Drama|Sci-Fi,2001.0
254,357,5464,4.0,Road to Perdition,Crime|Drama,2002.0
255,357,7078,5.0,Jezebel,Drama,1938.0
256,357,7444,4.5,13 Going on 30,Comedy|Fantasy|Romance,2004.0
257,357,7451,4.5,Mean Girls,Comedy,2004.0
258,474,7451,4.5,Mean Girls,Comedy,2004.0
259,357,54997,4.0,3:10 to Yuma,Action|Crime|Drama|Western,2007.0
260,357,55290,5.0,Gone Baby Gone,Crime|Drama|Mystery,2007.0
261,357,91500,4.5,The Hunger Games,Action|Adventure|Drama|Sci-Fi|Thriller,2012.0
262,357,91529,4.5,"Dark Knight Rises, The",Action|Adventure|Crime|IMAX,2012.0
263,419,98961,5.0,Zero Dark Thirty,Action|Drama|Thriller,2012.0
264,424,32,3.5,Twelve Monkeys,Mystery|Sci-Fi|Thriller,1995.0
265,474,32,4.0,Twelve Monkeys,Mystery|Sci-Fi|Thriller,1995.0
266,477,32,4.5,Twelve Monkeys,Mystery|Sci-Fi|Thriller,1995.0
267,424,47,5.0,Seven,Mystery|Thriller,1995.0
268,474,47,4.0,Seven,Mystery|Thriller,1995.0
269,424,50,5.0,"Usual Suspects, The",Crime|Mystery|Thriller,1995.0
270,474,50,4.0,"Usual Suspects, The",Crime|Mystery|Thriller,1995.0
271,424,147,3.5,"Basketball Diaries, The",Drama,1995.0
272,424,175,4.5,Kids,Drama,1995.0
273,424,223,3.5,Clerks,Comedy,1994.0
274,474,223,3.5,Clerks,Comedy,1994.0
275,424,288,4.0,Natural Born Killers,Action|Crime|Thriller,1994.0
276,424,589,2.0,Terminator 2: Judgment Day,Action|Sci-Fi,1991.0
277,474,589,4.0,Terminator 2: Judgment Day,Action|Sci-Fi,1991.0
278,477,589,5.0,Terminator 2: Judgment Day,Action|Sci-Fi,1991.0
279,424,608,3.5,Fargo,Comedy|Crime|Drama|Thriller,1996.0
280,474,608,4.0,Fargo,Comedy|Crime|Drama|Thriller,1996.0
281,424,628,5.0,Primal Fear,Crime|Drama|Mystery|Thriller,1996.0
282,474,628,3.0,Primal Fear,Crime|Drama|Mystery|Thriller,1996.0
283,424,1089,3.5,Reservoir Dogs,Crime|Mystery|Thriller,1992.0
284,474,1089,4.0,Reservoir Dogs,Crime|Mystery|Thriller,1992.0
285,477,1089,4.0,Reservoir Dogs,Crime|Mystery|Thriller,1992.0
286,424,1120,3.5,"People vs. Larry Flynt, The",Comedy|Drama,1996.0
287,424,1193,4.0,One Flew Over the Cuckoo's Nest,Drama,1975.0
288,474,1193,3.5,One Flew Over the Cuckoo's Nest,Drama,1975.0
289,424,1219,4.0,Psycho,Crime|Horror,1960.0
290,474,1219,4.5,Psycho,Crime|Horror,1960.0
291,477,1219,4.0,Psycho,Crime|Horror,1960.0
292,424,1258,4.5,"Shining, The",Horror,1980.0
293,474,1258,4.0,"Shining, The",Horror,1980.0
294,424,1343,4.5,Cape Fear,Thriller,1991.0
295,474,1343,4.5,Cape Fear,Thriller,1991.0
296,424,1625,4.5,"Game, The",Drama|Mystery|Thriller,1997.0
297,474,1625,4.0,"Game, The",Drama|Mystery|Thriller,1997.0
298,424,1704,4.0,Good Will Hunting,Drama|Romance,1997.0
299,567,1704,3.0,Good Will Hunting,Drama|Romance,1997.0
300,424,1921,3.5,Pi,Drama|Sci-Fi|Thriller,1998.0
301,474,1921,4.0,Pi,Drama|Sci-Fi|Thriller,1998.0
302,567,1921,3.0,Pi,Drama|Sci-Fi|Thriller,1998.0
303,424,2160,4.5,Rosemary's Baby,Drama|Horror|Thriller,1968.0
304,474,2160,4.0,Rosemary's Baby,Drama|Horror|Thriller,1968.0
305,424,2296,3.0,"Night at the Roxbury, A",Comedy,1998.0
306,424,2329,4.0,American History X,Crime|Drama,1998.0
307,474,2329,4.0,American History X,Crime|Drama,1998.0
308,537,2329,4.5,American History X,Crime|Drama,1998.0
309,424,2505,3.5,8MM,Drama|Mystery|Thriller,1999.0
310,424,2571,2.0,"Matrix, The",Action|Sci-Fi|Thriller,1999.0
311,474,2571,4.5,"Matrix, The",Action|Sci-Fi|Thriller,1999.0
312,537,2571,4.0,"Matrix, The",Action|Sci-Fi|Thriller,1999.0
313,424,2700,5.0,"South Park: Bigger, Longer and Uncut",Animation|Comedy|Musical,1999.0
314,424,2959,4.5,Fight Club,Action|Crime|Drama|Thriller,1999.0
315,435,2959,5.0,Fight Club,Action|Crime|Drama|Thriller,1999.0
316,474,2959,4.0,Fight Club,Action|Crime|Drama|Thriller,1999.0
317,599,2959,5.0,Fight Club,Action|Crime|Drama|Thriller,1999.0
318,424,3176,5.0,"Talented Mr. Ripley, The",Drama|Mystery|Thriller,1999.0
319,474,3176,5.0,"Talented Mr. Ripley, The",Drama|Mystery|Thriller,1999.0
320,424,3186,3.5,"Girl, Interrupted",Drama,1999.0
321,424,3499,3.5,Misery,Drama|Horror|Thriller,1990.0
322,424,3911,3.5,Best in Show,Comedy,2000.0
323,474,3911,4.5,Best in Show,Comedy,2000.0
324,424,3948,4.5,Meet the Parents,Comedy,2000.0
325,424,4262,3.5,Scarface,Action|Crime|Drama,1983.0
326,424,4816,3.0,Zoolander,Comedy,2001.0
327,424,6188,4.5,Old School,Comedy,2003.0
328,424,6290,4.5,House of 1000 Corpses,Horror,2003.0
329,424,8950,4.5,The Machinist,Drama|Mystery|Thriller,2004.0
330,474,8950,4.0,The Machinist,Drama|Mystery|Thriller,2004.0
331,424,27020,3.5,Gia,Drama|Romance,1998.0
332,424,30825,3.5,Meet the Fockers,Comedy,2004.0
333,424,34323,4.5,"Devil's Rejects, The",Action|Crime|Horror,2005.0
334,424,40278,4.0,Jarhead,Action|Drama|War,2005.0
335,424,53127,3.5,Bug,Drama|Horror|Thriller,2007.0
336,424,66097,4.5,Coraline,Animation|Fantasy|Thriller,2009.0
337,424,68157,4.5,Inglourious Basterds,Action|Drama|War,2009.0
338,424,74458,5.0,Shutter Island,Drama|Mystery|Thriller,2010.0
339,424,79132,2.5,Inception,Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,2010.0
340,477,79132,4.5,Inception,Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,2010.0
341,537,79132,5.0,Inception,Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,2010.0
342,567,79132,3.0,Inception,Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,2010.0
343,424,81591,3.5,Black Swan,Drama|Thriller,2010.0
344,424,102903,1.5,Now You See Me,Crime|Mystery|Thriller,2013.0
345,424,104879,5.0,Prisoners,Drama|Mystery|Thriller,2013.0
346,424,106100,4.0,Dallas Buyers Club,Drama,2013.0
347,424,112515,4.5,"Babadook, The",Drama|Horror|Thriller,2014.0
348,424,112556,1.0,Gone Girl,Drama|Thriller,2014.0
349,435,58559,5.0,"Dark Knight, The",Action|Crime|Drama|IMAX,2008.0
350,567,58559,4.0,"Dark Knight, The",Action|Crime|Drama|IMAX,2008.0
351,439,5952,4.0,"Lord of the Rings: The Two Towers, The",Adventure|Fantasy,2002.0
352,474,5952,5.0,"Lord of the Rings: The Two Towers, The",Adventure|Fantasy,2002.0
353,439,98809,3.5,"Hobbit: An Unexpected Journey, The",Adventure|Fantasy|IMAX,2012.0
354,462,152711,5.0,Who Killed Chea Vichea?,Documentary,2010.0
355,474,5,1.5,Father of the Bride Part II,Comedy,1995.0
356,474,7,3.0,Sabrina,Comedy|Romance,1995.0
357,474,11,2.5,"American President, The",Comedy|Drama|Romance,1995.0
358,474,14,3.0,Nixon,Drama,1995.0
359,474,16,4.0,Casino,Crime|Drama,1995.0
360,474,17,5.0,Sense and Sensibility,Drama|Romance,1995.0
361,474,21,4.0,Get Shorty,Comedy|Crime|Thriller,1995.0
362,474,22,3.0,Copycat,Crime|Drama|Horror|Mystery|Thriller,1995.0
363,474,25,3.5,Leaving Las Vegas,Drama|Romance,1995.0
364,474,26,3.5,Othello,Drama,1995.0
365,474,28,4.5,Persuasion,Drama|Romance,1995.0
366,474,29,3.5,"City of Lost Children, The",Adventure|Drama|Fantasy|Mystery|Sci-Fi,1995.0
367,474,31,3.0,Dangerous Minds,Drama,1995.0
368,474,34,4.5,Babe,Children|Drama,1995.0
369,477,34,4.0,Babe,Children|Drama,1995.0
