,userId,movieId,timestamp,tag,rating,title,genres,imdbId,tmdbId
54,62,34150,1525553942,Chris Evans|comic book|heroine in tight suit|Jessica Alba|sexy female scientist|superhero,3.0,Fantastic Four (2005),Action|Adventure|Sci-Fi,120667,9738.0
55,62,37729,1530310521,gothic|helena bonham carter|Johnny Depp|Tim Burton|visually appealing,4.0,Corpse Bride (2005),Animation|Comedy|Fantasy|Musical|Romance,121164,3933.0
56,336,37729,1139047287,animation,2.5,Corpse Bride (2005),Animation|Comedy|Fantasy|Musical|Romance,121164,3933.0
57,474,37729,1139059912,06 Oscar Nominated Best Movie - Animation,4.0,Corpse Bride (2005),Animation|Comedy|Fantasy|Musical|Romance,121164,3933.0
58,62,38061,1532723298,black comedy|clever|fast-paced dialogue|good dialogue|Robert Downey Jr.|witty,4.0,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller,373469,5236.0
59,62,45447,1525637057,adventure|Audrey Tautou|conspiracy theory|Mystery|Paris|Tom Hanks|treasure hunt,3.5,"Da Vinci Code, The (2006)",Drama|Mystery|Thriller,382625,591.0
60,62,46723,1525554190,Brad Pitt|cate blanchett|multiple storylines|social commentary,3.0,Babel (2006),Drama|Thriller,449467,1164.0
61,62,46972,1525554198,Ben Stiller|Robin Williams,4.0,Night at the Museum (2006),Action|Comedy|Fantasy|IMAX,477347,1593.0
62,62,46976,1536874645,emma thompson|Maggie Gyllenhaal|modern fantasy|romance|surreal|Will Ferrell,4.0,Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance,420223,1262.0
63,62,49130,1526582362,Marion Cotillard,4.0,"Good Year, A (2006)",Comedy|Drama|Romance,401445,9726.0
64,62,49530,1536874696,Africa|corruption|Jennifer Connelly|justice|Leonardo DiCaprio,4.5,Blood Diamond (2006),Action|Adventure|Crime|Drama|Thriller|War,450259,1372.0
65,62,53464,1525554739,bad acting|bad jokes|bad plot|Chris Evans|Jessica Alba|Marvel|sexy female scientist,3.0,Fantastic Four: Rise of the Silver Surfer (2007),Action|Adventure|Sci-Fi,486576,1979.0
66,62,58047,1528909343,Rachel Weisz|Ryan Reynolds,3.5,"Definitely, Maybe (2008)",Comedy|Drama|Romance,832266,8390.0
67,62,59501,1525637504,fantasy|lion|narnia|Tilda Swinton,4.0,"Chronicles of Narnia: Prince Caspian, The (2008)",Adventure|Children|Fantasy,499448,2454.0
68,62,60074,1525553927,bad script|Charlize Theron|Will Smith,3.0,Hancock (2008),Action|Adventure|Comedy|Crime|Fantasy,448157,8960.0
69,62,60126,1527004227,Anne Hathaway|Steve Carell,3.0,Get Smart (2008),Action|Comedy,425061,11665.0
70,62,61024,1528934209,comedy|James Franco|Seth Rogen|Stoner Movie,4.0,Pineapple Express (2008),Action|Comedy|Crime,910936,10189.0
71,62,63992,1528934225,audience intelligence underestimated|boring|chick flick|overrated|Teen movie,1.0,Twilight (2008),Drama|Fantasy|Romance|Thriller,1099212,8966.0
72,62,68848,1527274282,Adrien Brody|con artists|funny|interesting characters|Mark Ruffalo|Rachel Weisz,4.0,"Brothers Bloom, The (2008)",Adventure|Comedy|Crime|Romance,844286,21755.0
73,62,71535,1529777113,Bill Murray|dark comedy|Emma Stone|funny|Jesse Eisenberg|Woody Harrelson,3.5,Zombieland (2009),Action|Comedy|Horror,1156398,19908.0
74,62,87430,1525555156,audience intelligence underestimated|CGI|cheesy|comic book|DC|DC Comics|Ryan Reynolds|space|superhero,3.5,Green Lantern (2011),Action|Adventure|Sci-Fi,1133985,44912.0
75,62,88405,1525554858,comedy|funny|happy ending|HOT actress|Justin Timberlake|Mila Kunis|New York City|romance|sex,3.5,Friends with Benefits (2011),Comedy|Romance,1632708,50544.0
76,62,96861,1529611221,Istanbul|Liam Neeson|predictable|Turkey|unnecessary sequel,3.5,Taken 2 (2012),Action|Crime|Drama|Thriller,1397280,82675.0
77,62,99114,1521488759,action|Christoph Waltz|funny|good soundtrack|Great performances|Humour|Leonardo DiCaprio|Quentin Tarantino|Samuel L. Jackson|Soundtrack|western,5.0,Django Unchained (2012),Action|Drama|Western,1853728,68718.0
78,537,99114,1424140403,Soundtrack,4.5,Django Unchained (2012),Action|Drama|Western,1853728,68718.0
79,62,103042,1525555304,Amy Adams|superhero,3.5,Man of Steel (2013),Action|Adventure|Fantasy|Sci-Fi|IMAX,770828,49521.0
80,62,104863,1528843953,daniel radcliffe|zoe kazan,4.0,What If (2013),Comedy|Drama|Romance,1486834,212716.0
81,62,107348,1528934997,comedy|Steve Carell|stupid but funny|will ferrell,4.0,Anchorman 2: The Legend Continues (2013),Comedy,1229340,109443.0
82,62,108190,1525554826,anti-intellectual|bad writing|dystopia|new society|plot holes|predictable|scifi|unintelligent,3.0,Divergent (2014),Adventure|Romance|Sci-Fi|IMAX,1840309,157350.0
83,62,111743,1530471409,Charlize Theron|Liam Neeson|Seth MacFarlane|witty,3.5,A Million Ways to Die in the West (2014),Comedy|Western,2557490,188161.0
84,62,114180,1525554378,action|dystopia|plot holes|post-apocalyptic|survival|thriller|unexplained|weak plot,3.5,"Maze Runner, The (2014)",Action|Mystery|Sci-Fi,1790864,198663.0
85,62,115149,1521489984,dark hero|gun-fu|Keanu Reeves|Revenge|secret society|stylish,5.0,John Wick (2014),Action|Thriller,2911666,245891.0
86,119,115149,1436563084,action|killer|widows/widowers,4.5,John Wick (2014),Action|Thriller,2911666,245891.0
87,62,116897,1528152841,black comedy|dark comedy|dark humor|ironic|multiple short stories|short stories,4.0,Wild Tales (2014),Comedy|Drama|Thriller,3011894,265195.0
88,62,122912,1526028975,comic book|Dr. Strange|Great villain|Guardians of the Galaxy|Marvel|MCU|Robert Downey Jr.|Thanos|Thor|Visually stunning,4.0,Avengers: Infinity War - Part I (2018),Action|Adventure|Sci-Fi,4154756,299536.0
89,567,122912,1525282047,Dark|emotional|Sad|Visually appealing|Visually stunning,3.0,Avengers: Infinity War - Part I (2018),Action|Adventure|Sci-Fi,4154756,299536.0
90,62,128360,1521489877,characters|Dialogue|humor|Kurt Russell|Quentin Tarantino|Samuel L. Jackson|tension building|violent|Western,5.0,The Hateful Eight (2015),Western,3460252,273248.0
91,62,135133,1525637477,dystopia|Jennifer Lawrence|love story|nonsense|politics|rebellion|revolution,3.5,The Hunger Games: Mockingjay - Part 2 (2015),Adventure|Sci-Fi,1951266,131634.0
92,62,135518,1530471334,Ben Kingsley|ethics|immortality|ryan reynolds,3.5,Self/less (2015),Action|Mystery|Sci-Fi|Thriller,2140379,238615.0
93,62,135536,1525555066,Bad story|Bad writing|Batman|Ben Affleck|comic book|dc comics|good soundtrack|Harley Quinn|Harley Quinn's ass|Horrible directing|Jared Leto|Joker|lack of plot|Margot Robbie|Poor story|poorly paced|superhero|visually appealing|Will Smith,4.0,Suicide Squad (2016),Action|Crime|Sci-Fi,1386697,297761.0
94,62,136864,1525555209,action|batman|ben affleck|dark|dc comics|Gal Gadot|superhero|superman|wonderwoman,4.0,Batman v Superman: Dawn of Justice (2016),Action|Adventure|Fantasy|Sci-Fi,2975590,209112.0
95,62,139385,1521489905,leonardo DiCarpio|survival|tom hardy|visually appealing,4.0,The Revenant (2015),Adventure|Drama,1663202,281957.0
96,567,139385,1525287401,cinematography|visually appealing|Visually Striking,3.0,The Revenant (2015),Adventure|Drama,1663202,281957.0
97,62,158966,1526076371,building a family|creative|freedom|good writing|individualism|Viggo Mortensen,4.5,Captain Fantastic (2016),Drama,3553976,334533.0
98,62,168248,1523048794,action|dark hero|gun tactics|hitman|Keanu Reeves|organized crime|secret society,4.5,John Wick: Chapter Two (2017),Action|Crime|Thriller,4425200,324552.0
99,610,168248,1493850091,Heroic Bloodshed,5.0,John Wick: Chapter Two (2017),Action|Crime|Thriller,4425200,324552.0
100,62,174053,1525637282,Dystopia|future|interesting|jon hamm|thought provoking,5.0,Black Mirror: White Christmas (2014),Drama|Horror|Mystery|Sci-Fi|Thriller,3973198,374430.0
101,62,179401,1528934530,Action|Comedy|Dwayne Johnson|funny,3.5,Jumanji: Welcome to the Jungle (2017),Action|Adventure|Children,2283362,353486.0
102,62,183611,1526244681,Comedy|funny|Rachel McAdams,4.0,Game Night (2018),Action|Comedy|Crime|Horror,2704998,445571.0
103,62,184471,1528024895,adventure|Alicia Vikander|video game adaptation,3.5,Tomb Raider (2018),Action|Adventure|Fantasy,1365519,338970.0
104,62,187593,1527274071,Josh Brolin|Ryan Reynolds|sarcasm,4.0,Deadpool 2 (2018),Action|Comedy|Sci-Fi,5463162,383498.0
105,62,187595,1528934550,Emilia Clarke|star wars,4.0,Solo: A Star Wars Story (2018),Action|Adventure|Children|Sci-Fi,3778644,348350.0
106,63,260,1443199688,classic|space action,5.0,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,76759,11.0
107,76,260,1439165601,action|sci-fi,4.0,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,76759,11.0
108,103,260,1431954922,EPIC|great soundtrack,4.0,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,76759,11.0
109,112,260,1442535777,classic sci-fi|engrossing adventure|EPIC,5.0,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,76759,11.0
110,193,260,1435857223,classic sci-fi|space action|space epic,5.0,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,76759,11.0
111,205,260,1519900208,oldie but goodie|sci-fi|Star Wars,4.5,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,76759,11.0
112,474,260,975173633,darth vader|luke skywalker|space opera,4.0,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,76759,11.0
113,103,296,1431954439,good dialogue|great soundtrack|non-linear,5.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0
114,424,296,1457842438,cult film|drugs|Quentin Tarantino|Tarantino,4.5,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0
115,474,296,979179939,hit men,4.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0
116,599,296,1498456867,1990s|achronological|action|action packed|aggressive|amazing|amazing dialogues|anthology|assassin|atmospheric|AWESOME|bad ass|bad language|bad-ass|bible|biblical references|big boys with guns|big name actors|Black comedy|black humor|black humour|blood|blood splatters|bloody|bruce willis|brutality|casual violence|character development|characters|classic|classic movie|coke|comedy|conversation|cool|cool style|crime|crime scene scrubbing|cult|cult classic|cult film|dance|dancing|dark|dark comedy|dark humor|dialogue|different|diner|disjointed timeline|disturbing|drama|drug overdose|drugs|drugs & music|ensemble cast|entertaining|entirely dialogue|episodic|exciting|fast paced|fast-paced|film noir|film-noir|foul language|fun|funny|gangster|gangsters|genius|golden watch|good dialogue|good music|gore|great acting|great dialogue|great soundtrack|gritty|guns|Harvey Keitel|heroin|Highly quotable|hit men|hitman|homosexuality|humour|iconic|imdb top 250|innovative|intellectual|intelligent|intense|interesting|intertwining storylines|interwoven storylines|ironic|irony|John Travolta|killer-as-protagonist|los angeles|Mafia|masterpiece|meaningless violence|milkshake|mobster|mobsters|monologue|motherfucker|multiple stories|multiple storylines|neo-noir|noir|non-linear|non-linear timeline|nonlinear|nonlinear narrative|nonlinear storyline|nonlinear timeline|notable soundtrack|offensive|organised crime|organized crime|original|original plot|out of order|Palme d'Or|parody|philosophical|pop culture references|psychological|pulp|Quentin Tarantino|quirky|Quotable|r:disturbing violent content including rape|r:disturbing violent images|r:graphic sexuality|r:some violence|r:strong bloody violence|r:strong language|r:sustained strong stylized violence|r:violence|random|rape|retro|Roger Avary|royal with cheese|Samuel L. Jackson|sarcasm|satire|sexy|smart writing|sophisticated|soundtrack|splatter|Steve Buscemi|storytelling|stylish|stylized|suspense|Tarantino|thought-provoking|thriller|travolta|twist ending|Uma Thurman|unique|unpredictable|unusual|very funny|violence|violent|witty,5.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0
117,106,4896,1467360453,Everything you want is here,5.0,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy,241527,671.0
118,184,4896,1537094519,alan rickman|harry potter|humorous|Magic,3.5,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy,241527,671.0
119,474,4896,1081177303,Magic|Wizards,4.5,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy,241527,671.0
120,106,106489,1467360741,adventure,5.0,"Hobbit: The Desolation of Smaug, The (2013)",Adventure|Fantasy|IMAX,1170358,57158.0
121,119,101142,1436042420,animation|funny|stone age,4.0,"Croods, The (2013)",Adventure|Animation|Comedy,481499,49519.0
122,119,115617,1435943203,animation|kids|robots,5.0,Big Hero 6 (2014),Action|Animation|Comedy,2245084,177572.0
123,177,115617,1435523609,feel-good|fun family movie|very funny,5.0,Big Hero 6 (2014),Action|Animation|Comedy,2245084,177572.0
124,119,120635,1437859125,action|murder|police,4.5,Taken 3 (2015),Action|Crime|Thriller,2446042,260346.0
125,125,1726,1474483288,Kevin Costner|Post apocalyptic,4.5,"Postman, The (1997)",Action|Adventure|Drama|Sci-Fi,119925,9922.0
126,125,2387,1474382209,dark comedy|dark humor,4.5,Very Bad Things (1998),Comedy|Crime,124198,10029.0
127,125,3052,1474591641,irreverent|jay and silent bob|Kevin Smith|satire,5.0,Dogma (1999),Adventure|Comedy|Fantasy,120655,1832.0
128,474,3052,1007320487,religion,4.0,Dogma (1999),Adventure|Comedy|Fantasy,120655,1832.0
129,125,5088,1474141620,irreverent,5.0,"Going Places (Valseuses, Les) (1974)",Comedy|Crime|Drama,72353,4031.0
130,125,7022,1474294895,based on a book|bloody|brutal|controversial|dystopia|goretastic|satire|social commentary|survival|violence,5.0,Battle Royale (Batoru rowaiaru) (2000),Action|Drama|Horror|Thriller,266308,3176.0
131,125,7254,1474289782,alternate reality|sci-fi|science fiction|time travel,5.0,The Butterfly Effect (2004),Drama|Sci-Fi|Thriller,289879,1954.0
132,125,8957,1474141821,brutal|clever|Disturbing|great ending|mindfuck|surprise ending|suspense,5.0,Saw (2004),Horror|Mystery|Thriller,387564,176.0
133,125,9010,1474283090,cruel characters,5.0,Love Me If You Dare (Jeux d'enfants) (2003),Drama|Romance,364517,8424.0
134,125,42632,1474294717,brutality,5.0,Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi) (2005),Crime|Drama|Mystery|Thriller,451094,4550.0
135,125,58301,1474294530,dark humor,5.0,Funny Games U.S. (2007),Drama|Thriller,808279,8461.0
136,567,58301,1525283351,dark|dark humor|intelligent|thought-provoking,4.5,Funny Games U.S. (2007),Drama|Thriller,808279,8461.0
137,125,60950,1474591720,threesome,5.0,Vicky Cristina Barcelona (2008),Comedy|Drama|Romance,497465,5038.0
138,125,62434,1474371925,Seth Rogen|Sexual Humor,4.5,Zack and Miri Make a Porno (2008),Comedy|Drama|Romance,1007028,10358.0
139,125,67695,1474294341,Seth Rogen,5.0,Observe and Report (2009),Action|Comedy,1197628,16991.0
140,125,100083,1474141969,embarassing scenes|offensive|R language|sarcasm|satire,5.0,Movie 43 (2013),Comedy,1333125,87818.0
141,125,156371,1474469682,80's,4.0,Everybody Wants Some (2016),Comedy,2937696,295699.0
142,125,158872,1474141733,Crude humor|mindfuck|sarcasm|satire|Vulgar,5.0,Sausage Party (2016),Animation|Comedy,1700841,223702.0
143,132,3556,1157924198,sofia coppola,4.0,"Virgin Suicides, The (1999)",Drama|Romance,159097,1443.0
144,474,3556,1115584884,1970s|suicide,4.0,"Virgin Suicides, The (1999)",Drama|Romance,159097,1443.0
145,132,6323,1157924990,John Cusack,3.0,Identity (2003),Crime|Horror|Mystery|Thriller,309698,2832.0
146,132,6367,1161799862,Ewan McGregor|Renee Zellweger,3.0,Down with Love (2003),Comedy|Romance,309530,10720.0
147,474,6367,1100292008,retro,4.0,Down with Love (2003),Comedy|Romance,309530,10720.0
148,138,59103,1222676542,jackie chan|kung fu,4.5,"Forbidden Kingdom, The (2008)",Action|Adventure|Comedy|Fantasy,865556,1729.0
149,161,52287,1176498804,Something for everyone in this one... saw it without and plan on seeing it with kids!,4.0,Meet the Robinsons (2007),Action|Adventure|Animation|Children|Comedy|Sci-Fi,396555,1267.0
150,166,293,1188774465,assassin|Jean Reno,4.5,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0
151,474,293,1079099410,hit men,3.5,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0
152,599,293,1498456035,Action|assassin|assassination|assassins|awkward romance|corruption|crime|disturbing|drama|French|friendship|Gary Oldman|great acting|Guns|hit men|hitman|humorous|imdb top 250|Jean Reno|Lolita theme|loneliness|love story|Luc Besson|Natalie Portman|organized crime|police|police corruption|quirky|sniper|tense|touching|unique,5.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0
153,166,54286,1188774329,assassin|assassin-in-training (scene)|espionage|Robert Ludlum,5.0,"Bourne Ultimatum, The (2007)",Action|Crime|Thriller,440963,2503.0
154,167,104,1154718729,test tag,4.0,Happy Gilmore (1996),Comedy,116483,9614.0
155,474,104,978576279,golf,2.0,Happy Gilmore (1996),Comedy,116483,9614.0
156,477,104,1200940046,Adam Sandler,4.0,Happy Gilmore (1996),Comedy,116483,9614.0
157,184,2579,1537094293,black and white|Christopher Nolan|directorial debut|mindfuck|not linear|Twist Ending,4.0,Following (1998),Crime|Mystery|Thriller,154506,11660.0
158,474,2579,1046978769,black and white,4.0,Following (1998),Crime|Mystery|Thriller,154506,11660.0
159,184,3793,1537094351,action|comic book|hugh jackman|marvel|superhero,3.5,X-Men (2000),Action|Adventure|Sci-Fi,120903,36657.0
160,474,3793,1081177383,superhero,4.5,X-Men (2000),Action|Adventure|Sci-Fi,120903,36657.0
161,184,4226,1537094440,dark|Mindfuck|nonlinear|psychology|twist ending,5.0,Memento (2000),Mystery|Thriller,209144,77.0
162,424,4226,1457843531,mystery|psychological|twist ending,4.5,Memento (2000),Mystery|Thriller,209144,77.0
163,474,4226,990751680,Backwards. memory,5.0,Memento (2000),Mystery|Thriller,209144,77.0
164,477,4226,1200939350,mystery|twist ending,4.0,Memento (2000),Mystery|Thriller,209144,77.0
165,567,4226,1525282023,cerebral|dreamlike,3.5,Memento (2000),Mystery|Thriller,209144,77.0
166,184,6283,1537094484,amazing artwork|anime|sci-fi,4.0,Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001),Action|Animation|Sci-Fi|Thriller,275277,11299.0
167,184,27156,1537094239,anime|end of the world|epic|mecha|psychology,4.5,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",Action|Animation|Drama|Fantasy|Sci-Fi,169858,18491.0
168,184,193565,1537098554,anime|comedy|gintama|remaster,3.5,Gintama: The Movie (2010),Action|Animation|Comedy|Sci-Fi,1636780,71172.0
169,193,4878,1435857313,atmospheric|cult film|dreamlike|hallucinatory|psychological|surreal|time travel,4.0,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller,246578,141.0
170,474,4878,1116256886,time travel,4.5,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller,246578,141.0
171,477,4878,1200940609,dreamlike|hallucinatory|mental illness|psychology|social commentary|teen|thought-provoking,5.0,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller,246578,141.0
172,567,4878,1525282268,atmospheric|cerebral|dreamlike|enigmatic|hallucinatory|mental illness|mindfuck|philosophy|psychological|quirky|surreal|thought-provoking|weird,3.5,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller,246578,141.0
173,193,7147,1435856997,dreamlike|sentimental|surreal|Tim Burton,3.5,Big Fish (2003),Drama|Fantasy|Romance,319061,587.0
174,193,97938,1435857055,cinematography|India|surreal,4.0,Life of Pi (2012),Adventure|Drama|IMAX,454876,87827.0
175,226,6938,1159220558,big wave|surfing,4.0,Billabong Odyssey (2003),Documentary,379713,23995.0
